10001Tracer              0178000
10002Reaper              0111250
10003Widowmaker          0133566
10004Winston             0225045
10005Pharah              0270000
10006Bastion             0066000
10007Mercy               0202500
10008Hanzo               0088000
10009Junkrat             0247500
10010Torbjorn            0270000
10011Orisa               0202500
10012Moira               0133566
10013Doomfist            0044000
10014Genji               0225045
10015Mei                 0155750
10016Brigitte            0178000
10017Zarya               0088000
10018Lucio               0270000
10019Symmetra            0202500
10020Ana                 0111250
