10001Tracer              0200000
10002Reaper              0125000
10003Widowmaker          0150075
10004Winston             0250050
10005Pharah              0300000
10006Bastion             0075000
10007Mercy               0225000
10008Hanzo               0100000
10009Junkrat             0275000
10010Torbjorn            0300000
10011Orisa               0225000
10012Moira               0150075
10013Doomfist            0050000
10014Genji               0250050
10015Mei                 0175000
10016Brigitte            0200000
10017Zarya               0100000
10018Lucio               0300000
10019Symmetra            0225000
10020Ana                 0125000
